CountryID,Country,Year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Changes in inventories,Construction (ISIC F),Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross fixed capital formation (including Acquisitions less disp,Household consumption expenditure (including Non-profit institu,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)",Gross National Income(GNI) in USD,Gross Domestic Product (GDP),country_name,year,emission,rank,country,score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_life_choices,generosity,percepted_corruption,year_happy,country_le,code_le,year_le,life_expectancy,country_dens,code_dens,year_dens,pop_density
4,Afghanistan,1981,0.049479902,0.049479902,11155195, Afghani ,314,1718724637,"",92428356,391421266,3066531139,206731957,459513054,459513054,2859799183,489983587,732043180,744985769,252555248,3427516574,166095276,452727309,3498878174,3427482014,Afghanistan,1981,0.15061458755561802,,,,,,,,,,,Afghanistan,AFG,1981,40.164,Afghanistan,AFG,1981,17.103163
4,Afghanistan,1982,0.050599608,0.050599608,10088289, Afghani ,341,1726519723,"",93192698,396355483,3069066293,206902671,458169539,458169539,2862163623,492946310,735140420,748136470,253916138,3430693404,167551200,441377195,3444942467,3430645143,Afghanistan,1982,0.163104060867604,,,,,,,,,,,Afghanistan,AFG,1982,37.7661,Afghanistan,AFG,1982,15.4673815
4,Afghanistan,1983,0.050599608,0.050599608,9951449, Afghani ,342,1716473104,"",91768952,392422843,3051150067,205694993,454250259,454250259,2845455074,489618656,727197612,740054431,250856628,3408226352,162736656,446336562,3406282147,3408204613,Afghanistan,1983,0.201224272460123,,,,,,,,,,,Afghanistan,AFG,1983,38.1865,Afghanistan,AFG,1983,15.257573
4,Afghanistan,1984,0.050599606,0.050599606,10243686, Afghani ,329,1676305154,"",90335802,387309317,3014873729,203249684,450192119,450192119,2811624045,483264293,717950348,730645071,247437834,3369144034,164358551,460061583,3367206173,3369110951,Afghanistan,1984,0.23196107996636603,,,,,,,,,,,Afghanistan,AFG,1984,33.3289,Afghanistan,AFG,1984,15.705639
4,Afghanistan,1985,0.050599605,0.050599605,10512221, Afghani ,317,1693802362,"",92428310,383698586,2980427397,200926508,444575108,444575108,2779500889,478235489,720657617,733393922,249752897,3330552065,166460923,394713652,3328583888,3330465681,Afghanistan,1985,0.29395703072254403,,,,,,,,,,,Afghanistan,AFG,1985,33.5504,Afghanistan,AFG,1985,16.117352
4,Afghanistan,1986,0.050599605,0.050599605,10448442, Afghani ,318,1676188805,"",87033307,382241974,2972187313,200372077,443219663,443219663,2771815237,476760181,699386839,711755492,240333298,3320833313,147666606,457855785,3319025098,3320888887,Afghanistan,1986,0.26777194992884,,,,,,,,,,,Afghanistan,AFG,1986,39.3962,Afghanistan,AFG,1986,16.019575
4,Afghanistan,1987,0.050599605,0.050599605,10322758, Afghani ,289,1432221547,"",78922216,343396018,2670212843,180014902,398399906,398399906,2490197941,428265396,633101618,644299828,217566618,2983799044,154022249,456766606,2982069940,2983743471,Afghanistan,1987,0.26922950314782,,,,,,,,,,,Afghanistan,AFG,1987,39.8436,Afghanistan,AFG,1987,15.826881
4,Afghanistan,1988,0.050599605,0.050599605,10383460, Afghani ,261,1572889482,"",66677753,312460283,2428768984,163733965,362286205,362286205,2265035019,389616063,485094989,493666301,161733198,2713843954,129944373,288932866,2712358824,2713899488,Afghanistan,1988,0.246823207558473,,,,,,,,,,,Afghanistan,AFG,1988,43.9579,Afghanistan,AFG,1988,15.919934
4,Afghanistan,1989,0.050599605,0.050599605,10673168, Afghani ,299,2122790293,"",75833378,367371146,2856286844,192562075,426055201,426055201,2663724769,458156222,497072474,505844598,167311186,3191457087,145277853,174399799,3189731619,3191557068,Afghanistan,1989,0.23388227340540302,,,,,,,,,,,Afghanistan,AFG,1989,45.1582,Afghanistan,AFG,1989,16.364122
4,Afghanistan,1990,0.050599605,0.050599605,10694796, Afghani ,333,1509620075,"",105122302,409739639,3185532001,214757900,475208015,475208015,2970774120,510968017,683514541,695589398,226200144,3559489503,205100157,817857446,3557507175,3559511736,Afghanistan,1990,0.238472916123355,,,,,,,,,,,Afghanistan,AFG,1990,45.9672,Afghanistan,AFG,1990,16.39729
4,Afghanistan,1991,0.050599605,0.050599605,10745167, Afghani ,316,1578756366,"",107755544,451898050,3144186224,211948590,451305892,451305892,2932237634,644734732,680342026,692422081,230511087,3402654940,214466653,578743210,3400808720,3402654940,Afghanistan,1991,0.20603028073656,,,,,,,,,,,Afghanistan,AFG,1991,46.6631,Afghanistan,AFG,1991,16.474508
4,Afghanistan,1992,0.050599605,0.050599605,12057433, Afghani ,286,1867278379,"",128566734,538992070,3317143798,223656310,452868098,452868098,3093487489,864291208,469309787,477621650,250966740,3444711434,244066746,476211165,3442784146,3444711414,Afghanistan,1992,0.0987191160179498,,,,,,,,,,,Afghanistan,AFG,1992,47.5955,Afghanistan,AFG,1992,18.486479
4,Afghanistan,1993,0.050599605,0.050599605,14003760, Afghani ,203,1743643917,"",110788829,507296032,2841479970,191563945,370886233,370886233,2649916025,875217835,304797219,310155245,195244250,2844442641,123577407,361032994,2842735849,2844442641,Afghanistan,1993,0.0859856046188432,,,,,,,,,,,Afghanistan,AFG,1993,51.4664,Afghanistan,AFG,1993,21.470592
4,Afghanistan,1994,0.425099934,0.425099934,15455555, Afghani ,111,1250142369,"",62248410,354798182,1793838215,120873832,221231043,221231043,1672964383,654696712,139782856,142236253,97948199,1715169169,46857436,115736501,1714162001,1715169169,Afghanistan,1994,0.0761314539561651,,,,,,,,,,,Afghanistan,AFG,1994,51.4945,Afghanistan,AFG,1994,23.696487
4,Afghanistan,1995,0.833333333,0.833333333,16418912, Afghani ,168,1829088268,"",136694540,631234333,2983570664,201339451,352587313,352587313,2782231213,1210551146,153659543,156390148,204536716,2756838035,171773712,258354652,2755434126,2756838036,Afghanistan,1995,0.0690201164374886,,,,,,,,,,,Afghanistan,AFG,1995,52.5442,Afghanistan,AFG,1995,25.173498
4,Afghanistan,1996,2.5000225,2.5000225,17106595, Afghani ,156,1709038614,"",140121479,672996346,2990856755,201511058,338414037,338414037,2789345697,1332477843,175969216,179190610,200892374,2633888330,183067281,221577974,2668648884,2669785634,Afghanistan,1996,0.0625880343135185,,,,,,,,,,,Afghanistan,AFG,1996,53.2433,Afghanistan,AFG,1996,26.227865
4,Afghanistan,1997,3.00003,3.00003,17788819, Afghani ,164,1825434126,"",158294608,797679423,3375758150,227197972,367733720,367733720,3148560178,1616577339,237385257,241503463,218333696,2862311421,209239991,209505537,2922683513,2924589326,Afghanistan,1997,0.0568266177530693,,,,,,,,,,,Afghanistan,AFG,1997,53.6342,Afghanistan,AFG,1997,27.273842
4,Afghanistan,1998,3.000052503,3.000052503,18493132, Afghani ,159,1782339866,"",164266130,866499830,3496423195,236722323,365811290,365811290,3259700871,1793589592,298073135,303108025,217254726,2865878832,219899756,179010330,2932741740,2935139404,Afghanistan,1998,0.0531974990082466,,,,,,,,,,,Afghanistan,AFG,1998,52.9431,Afghanistan,AFG,1998,28.3537
4,Afghanistan,1999,46.61953108,46.61953108,19262847, Afghani ,112,1265698035,"",125854611,697281390,2669154263,178828421,265877102,265877102,2490325841,1475110911,287999806,293074256,157984681,2121126845,171143946,107371317,2156204880,2157197316,Afghanistan,1999,0.040652730150598,,,,,,,,,,,Afghanistan,AFG,1999,54.8464,Afghanistan,AFG,1999,29.533836
4,Afghanistan,2000,47.35757473,47.35757473,19542982, Afghani ,171,1914742125,"",200732181,1145416949,4242373762,284430763,408699474,408699474,3957942999,2454448335,542605334,552829543,242965903,3332167837,275998149,144899935,3341542477,3342034168,Afghanistan,2000,0.0370549371204185,,,,,,,,,,,Afghanistan,AFG,2000,55.2978,Afghanistan,AFG,2000,29.963335
4,Afghanistan,2001,47.50001452,47.50001452,19688632, Afghani ,183,1945443612,"",225837212,1221308444,4612607837,317882489,478407037,478407037,4294725348,2713843393,675408325,689376488,241805465,3598470576,332989433,163018367,3598407195,3598470576,Afghanistan,2001,0.0374878650392429,,,,,,,,,,,Afghanistan,AFG,2001,55.7981,Afghanistan,AFG,2001,30.186644
4,Afghanistan,2002,47.263,47.263,21000256, Afghani ,197,1869249676,"",194441167,1261260259,4998433835,327354145,486380419,486380419,4671079690,2604548411,720338527,729963858,522756889,4099214501,410542963,372259947,4134295420,4141523943,Afghanistan,2002,0.0486708995010525,,,,,,,,,,,Afghanistan,AFG,2002,56.4538,Afghanistan,AFG,2002,32.197628
4,Afghanistan,2003,48.76275358,48.76275358,22645130, Afghani ,209,1981633068,"",216394293,1948898419,6269973449,438135689,537868146,537868146,5831837759,3799110373,691580599,703842914,676723389,4583535524,545463877,459477984,4721728965,4729042179,Afghanistan,2003,0.0570080382600792,,,,,,,,,,,Afghanistan,AFG,2003,57.3445,Afghanistan,AFG,2003,34.719555
4,Afghanistan,2004,47.8453125,47.8453125,23553551, Afghani ,229,1918994249,"",334068487,2026411122,7113840108,580194791,848865441,848865441,6533645317,4126999003,746469467,768861821,931380865,5120696899,649240547,518150929,5396722695,5388482107,Afghanistan,2004,0.0456996082249427,,,,,,,,,,,Afghanistan,AFG,2004,57.9436,Afghanistan,AFG,2004,36.112343
4,Afghanistan,2005,49.4945975,49.4945975,24411191, Afghani ,255,2186379081,"",443045556,2050736428,7928264732,716729109,1218149622,1218149622,7211535623,4272778289,772808251,807882905,1234847952,5865622689,611491972,581975221,6231622214,6220574147,Afghanistan,2005,0.0639269698296666,,,,,,,,,,,Afghanistan,AFG,2005,58.3608,Afghanistan,AFG,2005,37.42728
4,Afghanistan,2006,49.92533083,49.92533083,25442944, Afghani ,281,2443549101,"",538531877,2332699780,8709723113,907602355,1546774109,1546774109,7802120758,4474623611,790852547,842928180,1470249958,6625371513,675429220,654683177,7148304369,7104711445,Afghanistan,2006,0.0733929460601948,,,,,,,,,,,Afghanistan,AFG,2006,58.6844,Afghanistan,AFG,2006,39.009163
4,Afghanistan,2007,49.96201777,49.96201777,25903301, Afghani ,364,3319287550,"",545051819,2400553983,11413579056,1235347740,1650004354,1650004354,10178231316,4722015358,1036748730,1120608553,1961638014,8753370467,919226924,887557606,9440635873,9412161765,Afghanistan,2007,0.0870831291861248,,,,,,,,,,,Afghanistan,AFG,2007,59.1113,Afghanistan,AFG,2007,39.71499
4,Afghanistan,2008,50.24961474,50.24961474,26427199, Afghani ,389,3163666290,"",526252391,2631650853,12732121887,1372350532,1618011573,1618011573,11359771355,4177772977,1075453417,1175108287,2443453210,9427180755,1112310581,1006389996,10280097552,10236901594,Afghanistan,2008,0.158356377673251,,,,,,,,,,,Afghanistan,AFG,2008,59.8515,Afghanistan,AFG,2008,40.518227
4,Afghanistan,2009,50.325,50.325,27385307, Afghani ,422,3801533209,"",543784753,2761955579,13372418203,1781408597,1718898802,1718898802,11591009606,4015329744,902301144,1028897403,2955467307,10701592273,1311944740,1059964862,11562069957,11595133469,Afghanistan,2009,0.21130625086855703,,,,,,,,,,,Afghanistan,AFG,2009,60.3636,Afghanistan,AFG,2009,41.987198
4,Afghanistan,2010,46.452461,46.452461,28189672, Afghani ,522,4543989077,"",624215548,2686043877,16987741968,2874647204,2117214423,2117214423,14113094764,5103524804,957689031,1153160803,4363794020,13694680351,1659482584,1350038319,14724781634,14698889678,Afghanistan,2010,0.297065211570221,,,,,,,,,,,Afghanistan,AFG,2010,60.8508,Afghanistan,AFG,2010,43.220448
4,Afghanistan,2011,46.74700774,46.74700774,29249157, Afghani ,593,5175622743,"",649582288,2096070881,19086246173,3318994429,2256544434,2256544434,15767251744,5750744471,1097137284,1457991556,5514299435,16272128426,1847213864,1627418540,17331776170,17350694945,Afghanistan,2011,0.407073503097594,,,,,,,,,,,Afghanistan,AFG,2011,61.4191,Afghanistan,AFG,2011,44.84485
4,Afghanistan,2012,50.9214,50.9214,30466479, Afghani ,629,5464645975,"",672150413,2055179815,19713516488,3686536514,2455843943,2455843943,16026979974,7005630220,1060751259,1456272439,6079761103,17775108419,2130882247,1971396240,19166775125,19136499341,Afghanistan,2012,0.335351023308404,,,,,,,,,,,Afghanistan,AFG,2012,61.923,Afghanistan,AFG,2012,46.711258
4,Afghanistan,2013,55.3775,55.3775,31541209, Afghani ,624,5470188987,"",667480973,2455424003,19435606399,3838926186,2511890876,2511890876,15596680213,7026277186,916920660,1315378081,6358588471,18102439244,2258928593,2031874139,19690262077,19621802455,Afghanistan,2013,0.263715760645502,,,,,,,,,,,Afghanistan,AFG,2013,62.4167,Afghanistan,AFG,2013,48.35904
4,Afghanistan,2014,57.2475,57.2475,32716210, Afghani ,598,5372356458,"",682280348,2772039928,19395964676,4145849262,2547714147,2547714147,15250115414,6352479894,837661844,1257932293,6981406780,18359993635,2079703497,1986314259,19548440117,19550702567,Afghanistan,2014,0.23403691442375799,,,,,,,,,,,Afghanistan,AFG,2014,62.5451,Afghanistan,AFG,2014,50.16055
4,Afghanistan,2015,61.14346154,61.14346154,33753499, Afghani ,559,4777856295,"",679236545,3037082983,19126816049,4149160995,2564175617,2564175617,14977655054,6209330331,744252334,1211308200,6968190068,17522092768,1899054376,1986447285,18882219776,18713048410,Afghanistan,2015,0.23217563124674898,,,,,,,,,,,Afghanistan,AFG,2015,62.6587,Afghanistan,AFG,2015,51.750916
4,Afghanistan,2016,67.86608577,67.86608577,34636207, Afghani ,525,4638290864,"",589868586,3002518992,18591863124,4145467774,2266927660,2266927660,14446395349,5841751767,741360053,1296203916,7073713417,17160084571,1583226772,1978781016,18199126228,18019558182,Afghanistan,2016,0.20885719560236604,,,,,,,,,,,Afghanistan,AFG,2016,63.1361,Afghanistan,AFG,2016,53.10429
4,Afghanistan,2017,68.02690408,68.02690408,35643418, Afghani ,537,4992453824,"",594893889,4440910058,17932956296,4019923168,2552410075,2552410075,13913033128,6029924407,667121057,1304543606,7199679731,17913941649,1574009084,2248361513,19145017023,18896352021,Afghanistan,2017,0.20332756862023,,,,,,,,,,,Afghanistan,AFG,2017,63.016,Afghanistan,AFG,2017,54.648544
4,Afghanistan,2018,72.08324718,72.08324718,36686784, Afghani ,507,4060047714,"",663723185,3074840238,19961689604,3658110195,2782928254,2782928254,16303579410,7400609629,1134633696,1802053524,7232891365,17480877592,1601011390,2121150414,18610257350,18418848300,Afghanistan,2018,0.200151071015376,145,Afghanistan,3.632,0.332,0.537,0.255,0.085,0.191,0.036,2018,Afghanistan,AFG,2018,63.081,Afghanistan,AFG,2018,56.248238
4,Afghanistan,2019,77.73794918,77.73794918,37769499, Afghani ,508,4872437789,"",584313409,2305836637,22659390021,4583995509,2190726124,2190726124,18075394513,8251463946,1331477482,2073301075,6907644920,18016903621,1503540176,2075666252,19205014965,18904490263,,,,,,,,,,,,,,Afghanistan,AFG,2019,63.5645,Afghanistan,AFG,2019,57.90825
4,Afghanistan,2020,76.81353644,76.81353644,38972230, Afghani ,522,5402592033,"",620058680,1476056243,23256995875,4265058155,2393445329,2393445329,18991937720,6983058259,1546262619,2206409285,7098671034,19245174810,1929932938,1987510840,20332383762,20143441792,,,,,,,,,,,,,,Afghanistan,AFG,2020,62.5751,Afghanistan,AFG,2020,59.75229
4,Afghanistan,2021,82.52610753,82.52610753,40099462, Afghani ,377,5002252164,"",300111089,1803587091,17114916718,3250843273,1921133260,1921133260,13864073445,5900628595,1353586197,2028732543,3913886381,14278498694,1471191459,1562325057,15114672599,14939009447,,,,,,,,,,,,,,Afghanistan,AFG,2021,61.9824,Afghanistan,AFG,2021,61.480553
8,Albania,1970,5,5,2324731, Lek ,975,864793402,57793232,239349639,508501251,1518291365,205730582,824850020,767056789,1312560783,504595820,394647786,794665515,188952171,2345798397,45739633,212298036,2267359895,2265577056,Albania,1970,1.75323990542637,,,,,,,,,,,Albania,ALB,1970,64.8239,Albania,ALB,1970,84.84427
8,Albania,1971,5,5,2389812, Lek ,976,889758995,59074883,246266478,523137162,1561968405,211681441,848318607,789243724,1350286963,519031885,406050295,817625694,194253684,2413182393,47022973,218254570,2332419015,2330584860,Albania,1971,1.9894979233065502,,,,,,,,,,,Albania,ALB,1971,65.6179,Albania,ALB,1971,87.21971
8,Albania,1972,5,5,2455171, Lek ,977,915350702,60818843,253312262,538480502,1606908267,217744245,872343965,811525122,1389164022,533991647,417663130,841009277,199867591,2482483855,48381941,224562082,2399402905,2397526448,Albania,1972,2.51591439803203,,,,,,,,,,,Albania,ALB,1972,66.4221,Albania,ALB,1972,89.60515
8,Albania,1973,5,5,2520436, Lek ,979,941147592,63668482,260505787,553185620,1652656555,223896669,898790644,835122162,1428759886,549392880,429539992,864924791,205932186,2553736359,49849969,231376034,2468449903,2466543461,Albania,1973,2.30389741687392,,,,,,,,,,,Albania,ALB,1973,67.1401,Albania,ALB,1973,91.98693
8,Albania,1974,5,5,2585452, Lek ,982,969063811,63077388,268239525,569621270,1700683918,230586803,922806967,859729579,1470097115,564865686,442272785,890563577,211067032,2627172195,51092986,237145264,2539022289,2537015817,Albania,1974,1.8490066907107903,,,,,,,,,,,Albania,ALB,1974,67.7695,Albania,ALB,1974,94.35974
8,Albania,1975,5,5,2650122, Lek ,986,996627620,66365511,275682329,587262561,1749635603,236994563,948579365,882213855,1512641040,581508042,454532595,915249547,217701614,2702559685,52699055,244599520,2612201506,2610110369,Albania,1975,1.91063363704144,,,,,,,,,,,Albania,ALB,1975,68.3275,Albania,ALB,1975,96.72
8,Albania,1976,5,5,2713560, Lek ,991,1022980841,72916268,283335184,599747151,1797864494,243416374,983026379,910110111,1554448120,598313395,467235377,940829093,225249517,2780000928,54526020,253080274,2687860264,2685745678,Albania,1976,2.01358456245734,,,,,,,,,,,Albania,ALB,1976,68.7041,Albania,ALB,1976,99.03518
8,Albania,1977,5,5,2774795, Lek ,996,1057872940,60771768,292843798,621912220,1853301729,251878343,998756168,937984400,1601423386,613947755,482777882,972124733,227235455,2860395091,55006962,255311203,2762847360,2760746397,Albania,1977,2.2758763913610496,,,,,,,,,,,Albania,ALB,1977,69.1206,Albania,ALB,1977,101.27
8,Albania,1978,5,5,2833314, Lek ,1004,1084112844,77073456,299271168,643516286,1905109255,257304794,1030292284,953218828,1647804462,634434147,493385987,993483439,238873997,2941953465,57824371,268387646,2844334321,2842275926,Albania,1978,2.53062504042839,,,,,,,,,,,Albania,ALB,1978,69.3092,Albania,ALB,1978,103.40573
8,Albania,1979,6.167123288,6.167123288,2888763, Lek ,822,896897900,76669259,249378663,517741716,1581494846,213827206,886743469,810074210,1367667641,528366688,411464971,828532376,202245990,2453247358,48957156,227235273,2374394861,2372305641,Albania,1979,2.8982085175824905,,,,,,,,,,,Albania,ALB,1979,69.5839,Albania,ALB,1979,105.429344
8,Albania,1980,7,7,2941651, Lek ,729,835437843,14142857,230908941,495098223,1450000000,199285714,747571429,733428571,1250714286,473812509,380354207,765881710,166275409,2225573162,40250836,186818422,2143663211,2141837051,Albania,1980,1.93505831031996,,,,,,,,,,,Albania,ALB,1980,70.478,Albania,ALB,1980,107.35949
8,Albania,1981,7,7,2992389, Lek ,741,833341568,94000000,228080357,509174644,1478142857,195857143,807857143,713857143,1282285714,500031787,376047385,757205753,197719081,2286356598,47862121,222147718,2217065873,2215474766,Albania,1981,2.69302391440235,,,,,,,,,,,Albania,ALB,1981,70.73,Albania,ALB,1981,109.21135
8,Albania,1982,7,7,3041179, Lek ,750,839214356,109285714,238543430,441832335,1495428571,202857143,929714286,820428571,1292571429,504546621,394549214,794485919,202688856,2351731170,49062506,227736104,2281860173,2280424885,Albania,1982,2.62485678513424,,,,,,,,,,,Albania,ALB,1982,71.0233,Albania,ALB,1982,110.99226
8,Albania,1983,7,7,3087911, Lek ,747,912584019,15714286,240076335,419501686,1569428571,209571429,851857143,836142857,1359857143,452501686,393467139,792268727,189004265,2392038998,45756103,212349548,2306629795,2305384485,Albania,1983,2.6832399189862,,,,,,,,,,,Albania,ALB,1983,71.2961,Albania,ALB,1983,112.69723
8,Albania,1984,7,7,3131726, Lek ,728,874483025,-123428571,239213923,396275855,1626571429,221857143,747857143,871285714,1404714286,413132998,395515949,796395710,189062501,2357344601,45765498,212423943,2279520873,2275736342,Albania,1984,2.69429137362284,,,,,,,,,,,Albania,ALB,1984,71.5016,Albania,ALB,1984,114.29675
8,Albania,1985,7,7,3171725, Lek ,733,933658742,11142857,238587136,377381357,1635571429,224000000,810285714,799142857,1411571429,415238500,398412055,802339998,186354678,2415437990,45101359,209396078,2326070204,2324414456,Albania,1985,2.65801538201043,,,,,,,,,,,Albania,ALB,1985,71.656,Albania,ALB,1985,115.75646
8,Albania,1986,7,7,3207128, Lek ,747,946140415,"",260210442,360941472,1708142857,230285714,779428571,779428571,1477857143,365227187,415027346,835559339,189580517,2490368765,45913859,212964193,2397197157,2397086883,Albania,1986,2.66535622064854,,,,,,,,,,,Albania,ALB,1986,71.9496,Albania,ALB,1986,117.0485
8,Albania,1987,7,7,3237676, Lek ,735,916600515,-97857143,254914828,367818673,1778285714,237571429,688142857,786000000,1540714286,370532959,432850606,871576510,181171357,2471688521,43841801,203583511,2378635906,2378194810,Albania,1987,2.41406081518223,,,,,,,,,,,Albania,ALB,1987,72.3517,Albania,ALB,1987,118.16339
8,Albania,1988,6.670000076,6.670000076,3263019, Lek ,754,899728464,-67016491,263741825,403069861,1854872543,241079458,745277353,812293844,1613793085,454344224,453873784,914413487,198143461,2546642928,47926819,222688872,2460631432,2460399974,Albania,1988,2.3315985305199702,,,,,,,,,,,Albania,ALB,1988,72.6408,Albania,ALB,1988,119.08829
8,Albania,1989,6.130000114,6.130000114,3282182, Lek ,896,1102604964,11745514,357300814,527545705,2126753631,268352360,966721026,954975512,1858401270,574690891,499703014,1005124305,244331880,3042908865,59296772,274250129,2940460558,2940586487,Albania,1989,2.7832430746143904,,,,,,,,,,,Albania,ALB,1989,72.8797,Albania,ALB,1989,119.78785
8,Albania,1990,7.563052247,7.745833397,3295066, Lek ,651,893978834,-225041418,206116285,319061329,1843435632,226760300,543166947,768208365,1616675332,482884076,428491850,863176680,123685071,2255935217,29857978,139120369,2143811317,2145751209,Albania,1990,1.84084061606394,,,,,,,,,,,Albania,ALB,1990,73.1439,Albania,ALB,1990,120.25814
8,Albania,1991,9.91375403,16.24583244,3302081, Lek ,474,702678785,"",153149582,115386619,1805222414,352648126,117210225,117210225,1452574288,440679669,274540207,554019990,108637514,1666877351,26240862,122150618,1566715656,1597139589,Albania,1991,1.25811576501704,,,,,,,,,,,Albania,ALB,1991,73.3776,Albania,ALB,1991,120.51412
8,Albania,1992,32.27574415,75.0325,3303739, Lek ,440,851654498,"",167657167,174210303,2605046549,298373302,78838789,78838789,2306673247,1341963252,138313732,276545171,116624583,1571474267,28586684,130406164,1454612557,1516132824,Albania,1992,0.689859284104687,,,,,,,,,,,Albania,ALB,1992,73.7148,Albania,ALB,1992,120.57438
